,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
141935,Outskirts,11900000,0,transport,agency                 ,0,18,4,17,2,53,53,53
141936,Outskirts,9648530,0,transport,developer                 ,0,16,2,9,2,53,53,53
141937,Outskirts,9210132,0,transport,developer                 ,0,4,7,9,2,53,53,53
141938,Outskirts,21900000,0,transport,agency                 ,0,18,7,8,2,53,53,53
141939,Outskirts,6893244,0,transport,developer                 ,0,16,10,17,1,53,53,53
141940,Outskirts,7236125,0,transport,developer                 ,0,15,7,9,1,53,53,53
141941,Outskirts,10786500,0,transport,developer                 ,0,16,2,14,2,53,53,53
141942,Outskirts,9140040,0,transport,developer                 ,0,18,9,9,1,53,53,53
141943,Outskirts,7324575,0,transport,developer                 ,0,14,7,14,1,53,53,53
141944,Outskirts,17000000,0,transport,owner                 ,0,58,3,17,3,53,53,53
141945,Outskirts,16900000,0,transport,owner                 ,0,144,7,23,2,53,53,53
141946,Outskirts,11000000,0,transport,agency                 ,0,21,3,5,1,53,53,53
141947,Outskirts,20000000,0,transport,owner                 ,0,41,25,25,2,53,53,53
141948,Outskirts,31990000,0,transport,agency                 ,0,38,33,36,3,53,53,53
141949,Outskirts,10900000,0,transport,agency                 ,0,26,18,22,1,53,53,53
141950, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141951,Outskirts,18500000,0,transport,agency                 ,0,20,213,31923,3,53,53,53
141952,Outskirts,16250000,0,transport,agency                 ,0,25,6,23,2,53,53,53
141953,Outskirts,9300000,0,transport,owner                 ,0,56,8,25,1,53,53,53
141954,Outskirts,52000000,0,transport,agency                 ,0,127,6,10,4,53,53,53
141955,Outskirts,16500000,0,transport,owner                 ,0,42,8,17,3,53,53,53
141956,Outskirts,11000000,0,transport,owner                 ,0,21,8,17,2,53,53,53
141957,Outskirts,42000000,0,transport,agency                 ,0,133,5,23,4,53,53,53
141958,Outskirts,18750000,0,transport,agency                 ,0,23,21,29,1,53,53,53
141959,Outskirts,140000000,0,transport,agency                 ,0,13,10,17,4,53,53,53
141960,Outskirts,8900000,0,transport,owner                 ,0,21,4,9,1,53,53,53
141961,Outskirts,16500000,0,transport,owner                 ,0,34,19,28,1,53,53,53
141962,Outskirts,36000000,0,transport,agency                 ,0,13,5,25,3,53,53,53
141963,Outskirts,79000000,0,transport,agency                 ,0,113,35,85,3,53,53,53
141964,Outskirts,8500000,0,transport,owner                 ,0,40,1,4,1,53,53,53
141965,Outskirts,30000000,0,transport,agency                 ,0,126,1,5,3,53,53,53
141966,Outskirts,309770058,0,transport,agency                 ,0,121,3,8,9,53,53,53
141967,Outskirts,17015600,0,transport,agency                 ,0,14,3,18,1,53,53,53
141968,Outskirts,19499000,0,transport,owner                 ,0,152,3,8,2,53,53,53
141969,Outskirts,200000000,0,transport,agency                 ,0,22,8,10,4,53,53,53
141970,Outskirts,23363200,0,transport,agency                 ,0,17,4,18,2,53,53,53
141971,Outskirts,63000000,0,transport,agency                 ,0,12,17,18,3,53,53,53
141972,Outskirts,187466750,0,transport,agency                 ,0,129,3,8,5,53,53,53
141973,Outskirts,995490600,0,transport,agency                 ,0,121,6,7,8,53,53,53
141974,Outskirts,62500000,0,transport,agency                 ,0,139,5,23,3,53,53,53
141975,Outskirts,229728600,0,transport,agency                 ,0,138,2,14,3,53,53,53
141976,Outskirts,17300000,0,transport,owner                 ,0,71,3,17,2,53,53,53
141977,Outskirts,10650000,0,transport,owner                 ,0,39,10,12,1,53,53,53
141978,Outskirts,21500000,0,transport,owner                 ,0,30,2,15,2,53,53,53
141979,Outskirts,13500000,0,transport,agency                 ,0,83,1,12,2,53,53,53
141980,Outskirts,330000000,0,transport,agency                 ,0,113,9,9,6,53,53,53
141981, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141982,Outskirts,77202624,0,transport,agency                 ,0,14,4,7,2,53,53,53
141983,Outskirts,120000000,0,transport,agency                 ,0,148,15,19,4,53,53,53
141984,Outskirts,135000000,0,transport,agency                 ,0,117,52,65,3,53,53,53
141985,Outskirts,200000000,0,transport,agency                 ,0,23,16,18,4,53,53,53
141986,Outskirts,110000000,0,transport,agency                 ,0,58,15,57,5,53,53,53
141987,Outskirts,442306700,0,transport,agency                 ,0,202,2,6,4,53,53,53
141988,Outskirts,96503280,0,transport,agency                 ,0,212,3,6,3,53,53,53
141989,Outskirts,182391199,0,transport,agency                 ,0,41,34,65,3,53,53,53
141990,Outskirts,4350000,0,transport,owner                 ,0,22,1,9,1,53,53,53
141991,Outskirts,177177609,0,transport,agency                 ,0,186,8,11,3,53,53,53
141992,Outskirts,5300000,0,transport,agency                 ,0,107,1,14,1,53,53,53
141993,Outskirts,11000000,0,transport,owner                 ,0,26,9,9,2,53,53,53
141994,Outskirts,13155700,0,transport,developer                 ,0,46,3,5,3,53,53,53
141995,Outskirts,11116800,0,transport,developer                 ,0,190,2,5,1,53,53,53
141996,Outskirts,24500000,0,transport,agency                 ,0,12,3,20,1,53,53,53
141997,Outskirts,19000000,0,transport,owner                 ,0,20,5,12,3,53,53,53
141998,Outskirts,110000000,0,transport,agency                 ,0,65,3,5,3,53,53,53
141999,Outskirts,78000000,0,transport,agency                 ,0,37,2,9,4,53,53,53
142000,Outskirts,126000000,0,transport,agency                 ,0,12,6,7,3,53,53,53
142001,Outskirts,130000000,0,transport,agency                 ,0,57,2,9,4,53,53,53
142002,Outskirts,72000000,0,transport,agency                 ,0,62,13,14,4,53,53,53
142003,Outskirts,127260000,0,transport,agency                 ,0,33,2,5,3,53,53,53
142004,Outskirts,42440000,0,transport,agency                 ,0,5,11,12,3,53,53,53
142005,Outskirts,127200000,0,transport,agency                 ,0,24,8,11,4,53,53,53
142006,Outskirts,99500000,0,transport,agency                 ,0,53,2,3,3,53,53,53
142007,Outskirts,78000000,0,transport,agency                 ,0,74,4,17,4,53,53,53
142008,Outskirts,144073000,0,transport,agency                 ,0,30,5,11,4,53,53,53
142009,Outskirts,125000000,0,transport,agency                 ,0,17,5,9,4,53,53,53
142010,Outskirts,125000000,0,transport,agency                 ,0,126,3,5,5,53,53,53
142011,Outskirts,17200000,0,transport,agency                 ,0,126,1,5,4,53,53,53
142012, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
142013,Outskirts,69900000,0,transport,agency                 ,0,21,5,6,4,53,53,53
142014,Outskirts,14500000,0,transport,agency                 ,0,22,12,15,1,53,53,53
142015,Outskirts,321677600,0,transport,agency                 ,0,186,5,7,5,53,53,53
142016,Outskirts,201048500,0,transport,agency                 ,0,218,26,26,3,53,53,53
142017,Outskirts,14800000,0,transport,owner                 ,0,33,2,21,1,53,53,53
142018,Outskirts,52487680,0,transport,developer                 ,0,38,4,34,4,53,53,53
142019,Outskirts,397593514,0,transport,agency                 ,0,220,4,7,5,53,53,53
142020,Outskirts,154000000,0,transport,agency                 ,0,122,8,9,5,53,53,53
142021,Outskirts,36352800,0,transport,agency                 ,0,217,17,23,2,53,53,53
142022,Outskirts,129900000,0,transport,agency                 ,0,113,2,6,6,53,53,53
142023,Outskirts,88461340,0,transport,agency                 ,0,197,3,6,3,53,53,53
142024,Outskirts,11400000,0,transport,agency                 ,0,11,10,16,2,53,53,53
142025,Outskirts,33000000,0,transport,owner                 ,0,28,13,14,5,53,53,53
142026,Outskirts,51353280,0,transport,developer                 ,0,53,2,34,4,53,53,53
142027,Outskirts,34000000,0,transport,agency                 ,0,43,2,5,4,53,53,53
142028,Outskirts,45839058,0,transport,agency                 ,0,223,11,37,3,53,53,53
142029,Outskirts,7600000,0,transport,owner                 ,0,86,15,17,1,53,53,53
142030,Outskirts,27000000,0,transport,owner                 ,0,20,7,20,3,53,53,53
142031,Outskirts,35000000,0,transport,agency                 ,0,99,11,16,5,53,53,53
142032,Outskirts,233216260,0,transport,agency                 ,0,71,8,10,5,53,53,53
142033,Outskirts,8800000,0,transport,owner                 ,0,58,1,9,1,53,53,53
142034,Outskirts,8000000,0,transport,owner                 ,0,22,12,24,1,53,53,53
142035,Outskirts,31000000,0,transport,agency                 ,0,49,5,5,4,53,53,53
142036,Outskirts,49000000,0,transport,agency                 ,0,144,8,9,3,53,53,53
142037,Outskirts,15000000,0,transport,owner                 ,0,39,2,16,3,53,53,53
142038,Outskirts,240045120,0,transport,agency                 ,0,40,3,6,4,53,53,53
142039,Outskirts,28190000,0,transport,owner                 ,0,17,3,24,3,53,53,53
142040,Outskirts,130000000,0,transport,agency                 ,0,137,14,14,4,53,53,53
142041,Outskirts,123000000,0,transport,agency                 ,0,14,6,10,4,53,53,53
142042,Outskirts,28020000,0,transport,agency                 ,0,121,12,12,4,53,53,53
142043, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
142044,Outskirts,24000000,0,transport,agency                 ,0,13,21,23,2,53,53,53
142045,Outskirts,42900000,0,transport,agency                 ,0,92,15,36,3,53,53,53
142046,Outskirts,81990000,0,transport,agency                 ,0,116,3,10,3,53,53,53
142047,Outskirts,217132380,0,transport,agency                 ,0,128,8,12,4,53,53,53
142048,Outskirts,152208000,0,transport,agency                 ,0,22,2,6,3,53,53,53
142049,Outskirts,110000000,0,transport,agency                 ,0,17,12,57,5,53,53,53
142050,Outskirts,8500000,0,transport,owner                 ,0,87,3,9,1,53,53,53
142051,Outskirts,98000000,0,transport,agency                 ,0,135,13,23,5,53,53,53
142052,Outskirts,17000000,0,transport,owner                 ,0,99,3,12,3,53,53,53
142053,Outskirts,14200000,0,transport,owner                 ,0,38,13,17,2,53,53,53
142054,Outskirts,11000000,0,transport,owner                 ,0,23,3,9,2,53,53,53
142055,Outskirts,69000000,0,transport,agency                 ,0,21,4,6,5,53,53,53
142056,Outskirts,17250000,0,transport,agency                 ,0,132,1,4,3,53,53,53
142057,Outskirts,11500000,0,transport,agency                 ,0,140,4,9,2,53,53,53
142058,Outskirts,12000000,0,transport,agency                 ,0,135,7,9,3,53,53,53
142059,Outskirts,29900000,0,transport,agency                 ,0,100,22,22,6,53,53,53
142060,Outskirts,300000000,0,transport,agency                 ,0,7,5,12,6,53,53,53
142061,Outskirts,17000000,0,transport,agency                 ,0,11,22,24,1,53,53,53
142062,Outskirts,14500000,0,transport,agency                 ,0,16,1,14,1,53,53,53
142063,Outskirts,73000000,0,transport,agency                 ,0,143,2,5,3,53,53,53
142064,Outskirts,37578663,0,transport,agency                 ,0,17,8,18,4,53,53,53
142065,Outskirts,38083568,0,transport,agency                 ,0,16,12,18,4,53,53,53
142066,Outskirts,32724270,0,transport,agency                 ,0,7,4,18,3,53,53,53
142067,Outskirts,32440324,0,transport,agency                 ,0,10,2,18,3,53,53,53
142068,Outskirts,32073784,0,transport,agency                 ,0,18,2,18,3,53,53,53
142069,Outskirts,37250844,0,transport,agency                 ,0,16,11,18,4,53,53,53
142070,Outskirts,37722275,0,transport,agency                 ,0,13,13,18,4,53,53,53
142071,Outskirts,38110807,0,transport,agency                 ,0,15,4,18,4,53,53,53
142072,Outskirts,61273550,0,transport,agency                 ,0,65,24,27,4,53,53,53
142073,Outskirts,27999000,0,transport,owner                 ,0,141,5,9,2,53,53,53
142074, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
142075,Outskirts,23157010,0,transport,agency                 ,0,62,6,27,2,53,53,53
142076,Outskirts,32756165,0,transport,agency                 ,0,14,4,18,3,53,53,53
142077,Outskirts,23273670,0,transport,agency                 ,0,9,7,27,2,53,53,53
142078,Outskirts,33146650,0,transport,agency                 ,0,13,9,18,3,53,53,53
142079,Outskirts,38154600,0,transport,agency                 ,0,18,7,18,4,53,53,53
142080,Outskirts,37379547,0,transport,agency                 ,0,15,3,18,4,53,53,53
142081,Outskirts,37753322,0,transport,agency                 ,0,14,17,18,4,53,53,53
142082,Outskirts,32196352,0,transport,agency                 ,0,10,10,18,3,53,53,53
142083,Outskirts,32703788,0,transport,agency                 ,0,13,3,18,3,53,53,53
142084,Outskirts,33436200,0,transport,agency                 ,0,13,3,18,3,53,53,53
142085,Outskirts,31664248,0,transport,agency                 ,0,10,14,18,3,53,53,53
142086,Outskirts,37218479,0,transport,agency                 ,0,21,10,18,4,53,53,53
142087,Outskirts,32529121,0,transport,agency                 ,0,11,8,18,3,53,53,53
142088,Outskirts,157276900,0,transport,agency                 ,0,189,4,8,4,53,53,53
142089,Outskirts,31887760,0,transport,agency                 ,0,17,3,18,3,53,53,53
142090,Outskirts,32413260,0,transport,agency                 ,0,10,7,18,3,53,53,53
142091,Outskirts,31472604,0,transport,agency                 ,0,7,4,18,3,53,53,53
142092,Outskirts,36657652,0,transport,agency                 ,0,11,5,18,4,53,53,53
142093,Outskirts,18950000,0,transport,agency                 ,0,28,17,17,2,53,53,53
142094,Outskirts,31892800,0,transport,agency                 ,0,12,5,18,3,53,53,53
142095,Outskirts,33020904,0,transport,agency                 ,0,11,6,18,3,53,53,53
142096,Outskirts,33543300,0,transport,agency                 ,0,13,5,18,3,53,53,53
142097,Outskirts,32095168,0,transport,agency                 ,0,6,9,18,3,53,53,53
142098,Outskirts,31381196,0,transport,agency                 ,0,11,7,18,3,53,53,53
142099,Outskirts,18343000,0,transport,agency                 ,0,8,19,27,1,53,53,53
142100,Outskirts,14500000,0,transport,agency                 ,0,151,7,12,2,53,53,53
142101,Outskirts,25500000,0,transport,agency                 ,0,10,2,18,2,53,53,53
142102,Outskirts,32000000,0,transport,owner                 ,0,14,4,5,4,53,53,53
142103,Outskirts,73500000,0,transport,agency                 ,0,132,2,5,2,53,53,53
142104,Outskirts,192762182,0,transport,agency                 ,0,157,3,10,5,53,53,53
142105, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
142106,Outskirts,92700000,0,transport,agency                 ,0,122,10,33,3,53,53,53
142107,Outskirts,53736968,0,transport,agency                 ,0,83,9,12,4,53,53,53
142108,Outskirts,9750000,0,transport,owner                 ,0,11,2,17,1,53,53,53
142109,Outskirts,58000000,0,transport,agency                 ,0,20,14,18,3,53,53,53
142110,Outskirts,40719000,0,transport,agency                 ,0,25,6,11,2,53,53,53
142111,Outskirts,130000000,0,transport,agency                 ,0,23,7,8,4,53,53,53
142112,Outskirts,21950000,0,transport,agency                 ,0,13,7,17,3,53,53,53
142113,Outskirts,74000000,0,transport,agency                 ,0,46,7,7,4,53,53,53
142114,Outskirts,29000000,0,transport,agency                 ,0,37,4,17,3,53,53,53
142115,Outskirts,28500000,0,transport,owner                 ,0,106,2,5,3,53,53,53
142116,Outskirts,13600000,0,transport,owner                 ,0,24,17,17,2,53,53,53
142117,Outskirts,11700000,0,transport,owner                 ,0,20,12,17,1,53,53,53
142118,Outskirts,165000000,0,transport,agency                 ,0,143,4,5,2,53,53,53
142119,Outskirts,281467900,0,transport,agency                 ,0,101,4,10,4,53,53,53
142120,Outskirts,128671040,0,transport,agency                 ,0,243,4,16,3,53,53,53
142121,Outskirts,18777000,0,transport,agency                 ,0,28,6,8,2,53,53,53
142122,Outskirts,21500000,0,transport,agency                 ,0,103,9,21,2,53,53,53
142123,Outskirts,117000000,0,transport,agency                 ,0,14,48,60,4,53,53,53
142124,Outskirts,85000000,0,transport,agency                 ,0,12,17,18,5,53,53,53
142125,Outskirts,8500000,0,transport,agency                 ,0,31,5,25,1,53,53,53
